gene	BMDM_UT_0	BMDM_UT_1	BMDM_UT_1.1	BMDM_UT_1.2	BMDM_UT_1.3	BMDM_PAM_1	BMDM_PAM_3	BMDM_PAM_8	BMDM_PIC_1	BMDM_PIC_3	BMDM_PIC_8	BMDM_LPS_1	BMDM_LPS_3	BMDM_LPS_8	BMDM_FLA_1	BMDM_FLA_3	BMDM_FLA_8	BMDM_FSL_1	BMDM_FSL_3	BMDM_FSL_8	BMDM_R848_1	BMDM_R848_3	BMDM_R848_8	BMDM_CPG_1	BMDM_CPG_3	BMDM_CPG_8	BMDM_TNF_1	BMDM_TNF_3	BMDM_TNF_8	BMDM_IFNB_1	BMDM_IFNB_3	BMDM_IFNB_8	BMDM_MCMV_1	BMDM_MCMV_3	BMDM_MCMV_8	BMDM_VSV_1	BMDM_VSV_3	BMDM_VSV_8	BMDM_STREP_1	BMDM_STREP_3	BMDM_STREP_8	BMDM_LM_1	BMDM_LM_3	BMDM_LM_8	BMDM_Trans_PIC_1	BMDM_Trans_PIC_3	BMDM_Trans_PIC_8
Kat2b	5.69482961828938	5.70589028348067	5.66946917899429	5.73714706508887	5.66681194559368	6.04730914681693	5.46312651285985	5.9846174469583	5.85175471281654	6.81265969220884	7.28497891738286	6.19054601955098	7.48208358371487	8.02980580821409	5.83662627553241	5.47387644088	5.50341077392529	5.99000662173717	5.6014930494935	6.00054898341228	6.05359699081536	5.45423871142144	6.18026884003315	6.14474570666206	5.45254988240813	6.13890529983846	5.98492687885127	5.21652862464013	5.82281710148217	5.97393201275905	7.63442235137854	7.30297520433496	5.89937230767767	5.66035086876272	6.65501991534	5.71433171564273	5.87114773932914	7.37609848937848	5.97673908951555	5.14347953943572	5.93220953040041	6.057101928487	5.29615877889676	5.68876067067002	5.63836961377891	6.80701880180261	6.85633561559637
Icosl	4.21227242566917	4.51874881883256	4.43046446956016	4.04835006807555	3.85152634620841	7.37601550273809	8.18268320897277	7.5663972889267	5.45482975481971	5.96353024480839	6.88596697906523	7.30711410232021	6.90209292113127	4.92867076591153	6.79589823992228	6.55383827709472	4.46206799153877	7.08383169923678	8.08213305034113	7.50431402000968	7.09837077032271	8.25279054544679	7.02803038797051	6.78117336726884	8.14576146254696	6.75946899071872	7.02801157521828	7.72487197742125	5.29105031451549	3.89640091128214	4.27394798283019	5.51071514959866	4.26263538073304	5.10182810573251	5.33394050246389	3.88708489758017	6.03778004095691	8.03315225267188	7.32962895783034	7.7184230912585	5.78083560251412	7.32651659256455	7.78230718006034	7.09806247664323	6.33099908587986	6.71798222565163	7.67770112366478
Il12rb1	0.730312204288332	0.762975126359923	0.82404251486408	0.756604496752958	0.577626679176369	0.824747816704084	0.380747558251442	0.10014537754191	1.0007979796158	1.88879253921267	4.55156250294223	0.743136580559791	1.69006389767469	4.12270119038865	0.553326652442999	0.348487268054156	0.591673406123764	0.590262736457939	0.351708091517666	0.131769043667679	0.769848590704921	0.341018943438884	0.268940796311086	0.326136882964377	0.242764019871034	0.453662918742508	0.875362331363617	0.120597858989033	0.708903256668687	0.808082530108155	3.89466603834822	5.34615801327699	1.11291263889172	0.697791033536597	1.95657669972482	1.25068774384302	1.22620359376011	4.77888025848452	0.843007978347646	0.46024769890179	1.36683820846942	0.813496684088296	0.505355113338948	0.598124259388196	1.36306884678675	4.1173992488775	7.13767192742567
Mmp14	2.98985080343985	2.68911294817659	2.68969642471253	3.12266780098327	3.45792603988702	4.66269861092169	8.29826872958352	9.88562589102907	2.95558605430738	6.91084351824917	8.61922190039355	4.86375477194632	8.43960152613602	10.0727639945309	4.22987178619517	6.9813455738479	7.32323791003947	4.40310721051717	7.98092958541163	9.51804711262887	4.49219098173112	8.42683185644021	9.66348273815767	3.67271281990453	8.39426024733429	9.495879331456	4.12424825874436	7.49945101494829	8.44403559760619	2.09933302128535	2.21751120310696	3.89773365597586	3.28619211289868	4.3728137754674	6.25269224421648	3.57548468256198	5.21853408346659	8.08622459550162	4.76526665040911	8.70930622247835	9.62217508908255	4.84984273781277	8.14834746778632	9.52023369517261	4.35153686656084	7.30356523811286	8.78824892783328
Heatr6	4.68995385399862	4.68077322943976	4.5557061449217	4.78213467548957	4.74120136614343	4.40067261705646	5.9169952438385	6.63421350745328	4.50137092230453	5.23968557522572	5.42613454714172	4.50363248208444	5.95828418138814	5.91681263760999	4.43778477157017	5.25393578309906	5.10266597716733	4.43717225198442	5.76788433821627	6.56419510813769	4.56459972141154	5.92433267368201	6.61817845488937	4.36567515963836	6.21534825872459	6.3755934092176	4.68838863214438	5.52863342507667	5.30848114634701	4.67758785867979	5.06185283101504	5.2942167737333	4.62449735652247	4.93877146279253	5.32913890347184	4.69428688006151	5.2544155252184	5.78319848642995	4.50700369077563	6.14607584938737	6.6574662746305	4.75859371511588	5.95566714906852	6.63118737168236	4.89959194226158	5.29567217505146	5.05421247632177
Ccl3	4.12554827019313	4.20356637598548	4.11237240865691	4.16888330060259	4.01737099552755	5.70739871097579	9.95374410525218	11.2603013889051	7.89829964244384	8.13432169189842	9.58451033906794	9.99216583700747	11.9674934708987	9.41919718962099	5.11076577623435	6.68221236725518	5.72009673690135	5.64852030718213	9.56326506416441	10.7838984671412	6.41632370854623	10.6148902963571	10.7018162579661	7.33291813758874	10.5755174717873	10.0264323814084	4.91678265307581	6.98352763712502	5.4746771702569	6.91494653963658	7.69222994532976	7.92351070751451	4.69857401742504	5.22930089524815	7.59781925330912	5.09208729627218	9.35818100015904	11.1787873533349	8.05065207678017	9.70758180802894	10.1544725867514	6.89681285412579	9.4389763706816	11.0037801634438	10.1724972413481	9.89903204545285	9.25632451815839
Sec24b	6.33404086236944	6.34370654859521	6.23817268697669	6.38137074623205	6.37291346767381	6.23760782421697	6.77477877877616	6.99692004278971	6.31218820971452	8.50053802396527	7.60961527594636	6.28876422071135	9.13084689566263	7.50878647859541	6.24895590024846	6.33400288945763	6.41982962732423	6.25284373007669	6.80086414845143	6.9157206696856	6.21488408701282	6.76574478861154	7.06382667410858	6.35307401586691	6.92688942146035	6.80666260070631	6.31784400695687	6.3983016264271	6.47131859015191	6.42058408884705	7.14247461816401	6.64751035442697	6.28702951376304	6.31286194832512	6.72979139942598	6.24598952574514	6.96080565887619	8.92001660720103	6.43945649196261	6.92807478500106	7.2176728600514	6.17143801170319	6.61761908421021	6.93307245896307	6.11464350626321	8.69467441357142	8.42281229945623
Lgals9	7.67665551011572	7.71098341541121	7.77134729882847	7.58962095838887	7.63467036783434	7.97887778387544	7.48047202699767	7.96576931992086	7.83684945417602	9.20083604770404	10.2397354865766	7.90663726572763	9.79716161689629	10.6069176552899	7.92845696225462	7.18955899875755	7.43397403718399	7.89152491324497	7.42590141001401	7.84819486906413	7.91639938888167	7.46425663586651	7.75738290152581	7.86370584741718	7.41992801230934	8.11724220173788	7.8687196975786	7.29278301172721	7.49840036246134	8.08533645599985	9.33319894226326	10.2609733621188	7.53616596354989	7.29920865361825	9.4012751972707	7.66239420435033	8.48507690146132	9.97375489822366	7.71473377575998	7.53941545591626	7.9913309462245	7.69677683874642	7.3190446393	7.72767046738496	7.69425580145697	9.20832136714111	9.96551387553349
Timp1	0.947035179527765	1.36963975306552	1.00532341531303	0.586367466429728	0.826810083302786	1.7284326356093	3.56956258997062	3.54971091141837	1.42726679776086	3.23256692557131	3.05441453411589	2.12732116539005	6.24133265055285	6.82413313206653	1.62181733421521	2.04080960871547	1.66905988428753	1.50208271191153	3.29781613775057	2.68958370512933	1.66249542740796	3.71019187042139	3.50444304056179	1.78741949177596	3.35818549961203	2.84585975131344	0.808197109631445	1.09316053653445	1.13080040041481	0.955017776623064	1.12865227712749	1.42126429815595	0.629667842086799	0.996555760839768	0.554898164582317	0.756830436932418	0.618992403325691	1.62275278483138	1.06976308910085	4.29008769481806	4.44370923215462	1.13705817594032	2.62141235063141	2.22947679125513	0.751563467089264	1.01598102724662	1.02823489457772
Mxd1	4.94558171698439	4.4824051637714	4.73011749982569	5.30331202852483	5.26649217581565	7.10409556829637	3.85197159116458	3.4488537391691	6.97312636572984	8.54931483720563	9.02336850993358	7.77443926071652	9.1347623275502	9.56479461972458	7.17452615144559	4.09763343576588	4.25547624865195	7.38752415655151	3.64684758924911	3.84690342827157	7.51819159512289	3.75362055940495	3.85024414021404	7.76285386798631	4.12114331630332	4.09371344287513	6.69891294571333	4.37789167754535	4.76844706686929	6.11736667311651	8.53534978068261	8.27904455556184	5.51736121070377	4.64083751909825	7.175932509177	5.2681053566169	8.12730896199759	9.4196706609256	7.51682999276503	4.8408288396675	4.81135472114997	7.07285189778286	3.84430550726579	4.26062549794401	7.24217954061843	9.07369061435138	9.49533340968879
Gramd1a	6.13732997467836	5.94128809685879	5.9998133397301	6.40397296145109	6.20424550067347	6.67483842665899	7.80712024456362	7.53710479789775	6.34253861052943	5.95681854452392	5.45826988850143	6.98313727977603	7.82176945688822	6.86504206131892	6.86438347438285	6.54542260201068	5.90722884767608	6.87834460727718	7.47037468060978	7.70543999875824	6.90700190509434	7.7158388943344	7.36129452017799	6.6813070950296	7.53914645984461	7.52357209789639	6.63736042174234	6.52662955318836	4.9862694122448	5.31680413896638	4.8680562603704	5.06027687755681	6.06476759782798	6.32746224119728	5.55977907687952	6.02312301034489	6.21081787366654	5.84296173692647	7.01308196571353	8.03226583379669	7.92274918338978	6.8207128995921	8.16500979099681	8.12837898077497	6.37800331567039	5.97509329383068	6.83240876099444
Acp5	3.18557601849634	2.83716702074428	2.88750798703331	3.4876506918735	3.52997837433426	4.15597067189248	5.06465685041981	5.90378359905606	3.21087648032908	3.66469995178019	3.62730812118082	4.32996516914486	5.69988301467581	5.31222791215893	3.37146286791749	3.75050522268752	3.7894101278715	3.89128644594155	4.55457348443112	5.1546302210602	3.90699535771525	5.45716062248697	5.94139383453325	2.95680983680999	4.83231379601788	5.14046485382685	3.04612050004389	3.29362292575013	3.28173004900046	2.82800653951069	2.90310670764707	2.64946516770838	3.43046674726617	3.23224036061728	3.86818132387921	3.58933043009037	3.87410403642544	3.87207159973897	4.248902262377	6.17787438027702	6.66413732723328	4.07953031517859	5.2939568213457	6.0157974598333	3.8547181165512	3.91501535663687	4.15426668896466
