time	type	cc	gene
x24hr	M1	0.0113975138035486	Ctla2a
x24hr	M1	0.557920994295773	Ctla2b
x24hr	M1	0.00320330588872768	Cx3cl1
x24hr	M1	0.00259188885581536	Cx3cr1
x24hr	M1	0.0141312259132103	Cxcl1
x24hr	M1	0.390835440791827	Cxcl10
x24hr	M1	0.489165583375786	Cxcl11
x24hr	M1	0.0077378968671539	Cxcl14
x24hr	M1	0.285758097442317	Cxcl2
x24hr	M1	0.00222744129512171	Cxcl3
x24hr	M1	0.561216996238091	Cxcl9
x24hr	M1	0.0461092175861647	D16Ertd472e
x24hr	M1	0.00745532382645307	Ddit4
x24hr	M1	0.00376912446600887	Dio2
x24hr	M1	0.0351244954670363	Dmwd
x24hr	M1	0.0306206966797908	Dmxl2
x24hr	M1	0.0756595550960199	Dnase1l3
x24hr	M1	0.0361103715679312	Dnmt3aos
x24hr	M1	0.411551448049605	Dusp1
x24hr	M1	0.000152838524547848	Dusp14
x24hr	M1	0.186698033729584	Dusp16
x24hr	M1	0.168861250677428	Dusp2
x24hr	M1	0.0199634219425602	Dusp4
x24hr	M1	0.012150084793605	Dusp5
x24hr	M1	0.166455151570332	Dusp6
x24hr	M1	0.0195506375295607	Dusp8
x24hr	M1	0.200967481147643	Edn1
x24hr	M1	0.02221139190434	Ednrb
x24hr	M1	0.0585323743966377	Egln3
x24hr	M1	0.011485899707822	Egr1
x24hr	M1	0.0104659479895221	Egr2
x24hr	M1	0.00143040639556955	Egr3
x24hr	M1	0.769061797076257	Ehd1
x24hr	M1	0.0343066774840119	Eno2
x24hr	M1	0.0131361087817359	Errfi1
x24hr	M1	0.195761431831736	Ets2
x24hr	M1	0.000466547839962334	Fabp7
x24hr	M1	0.0281444587603197	Fam43a
x24hr	M1	0.547868381250485	Fcgr2b
x24hr	M1	0.308053406784312	Fgl2
x24hr	M1	0.597917334213145	Flnb
x24hr	M1	0.00426649169620269	Flrt3
x24hr	M1	0.0908373502021091	Flt1
x24hr	M1	0.0358985540348061	Fmnl2
x24hr	M1	0.231372114126324	Fos
x24hr	M1	0.0132014236381313	Fosb
x24hr	M1	0.218014351652182	Foxp4
x24hr	M1	0.703710518771332	Fpr1
x24hr	M1	0.538018253850425	Fpr2
x24hr	M1	0.0232361855607322	Frmd6
x24hr	M1	0.00839574568723188	Fscn1
x24hr	M1	0.174290563691347	Fzd1
x24hr	M1	0.0802821472014235	G530011O06Rik
x24hr	M1	0.225223545529411	Gbp2b
x24hr	M1	0.0399743343504589	Gbp7
x24hr	M1	0.190123894468618	Gclm
x24hr	M1	0.0127775836107702	Gcnt2
x24hr	M1	0.431738974677454	Gda
x24hr	M1	0.0201591346931985	Gdf15
x24hr	M1	0.0077915618592354	Gem
x24hr	M1	0.0189255739316553	Gfi1
x24hr	M1	0.0967054034952782	Gja1
x24hr	M1	0.0303494663205719	Glipr2
x24hr	M1	0.00685830437160511	Gm16712
x24hr	M1	0.0631526490680286	Gm19026
x24hr	M1	0.229631093887171	Gm1966
x24hr	M1	0.000310216071623832	Gm47283
x24hr	M1	0.170181705991492	Gm4951
x24hr	M1	0.179222712690444	Gm5150
x24hr	M1	0.0768247808816963	Gm6377
x24hr	M1	0.000758540558768112	Gm9855
x24hr	M1	0.198178484665091	Gna15
x24hr	M1	0.00586576871655359	Gng4
x24hr	M1	0.384297778091808	Gpr132
x24hr	M1	0.0589452494249213	Gpr141
x24hr	M1	0.67354660931348	Gpr18
x24hr	M1	0.120037242104976	Gpr35
x24hr	M1	0.00295321595399383	Gpr68
x24hr	M1	0.623484733051602	Gpr84
x24hr	M1	0.10628559164313	Gpr85
x24hr	M1	0.198118164172233	Grk3
x24hr	M1	0.493682030428355	Gsr
x24hr	M1	0.00879568080643266	Gsta3
x24hr	M1	0.0105401931205239	H1f2
x24hr	M1	0.299225114689088	H2.Eb1
x24hr	M1	0.0842617121901069	H2.K2
x24hr	M1	0.373151887537207	H2.M2
x24hr	M1	0.006666314403242	H60b
x24hr	M1	0.258706895585178	Hcar2
x24hr	M1	0.118270400409086	Heatr9
x24hr	M1	0.30591861648272	Hhex
x24hr	M1	0.0449018604564531	Hilpda
x24hr	M1	0.00919729511468345	Hivep3
x24hr	M1	0.176032026014584	Hmga2
x24hr	M1	0.450315255287102	Hmox1
x24hr	M1	0.000808330003789808	Hopx
x24hr	M1	0.0599167165264868	Hp
x24hr	M1	0.00592467057710686	Hsd17b7
x24hr	M1	0.0568961067919014	Hspa1a
x24hr	M1	0.120272032052568	Hspa1b
x24hr	M1	0.0276185228722249	Htr2a
x24hr	M1	0.236261800697142	Htr2b
x24hr	M1	0.031439755094432	Htra1
x24hr	M1	0.80608576553846	Icam1
x24hr	M1	0.300888981232075	Icosl
x24hr	M1	0.0201187764119272	Idi1
x24hr	M1	0.0157913768069871	Ier2
x24hr	M1	0.541769142881611	Ier3
x24hr	M1	0.250861887501031	Ifi205
x24hr	M1	0.163098705562574	Ifi208
x24hr	M1	0.175074176779507	Ifit1
x24hr	M1	0.869834249242984	Ifit1bl1
x24hr	M1	0.33613200486835	Ifit2
x24hr	M1	0.793339740298414	Ifit3
x24hr	M1	0.840516867328365	Ifit3b
x24hr	M1	0.0375188775599621	Ifitm1
x24hr	M1	0.00148756842429699	Ifna1
x24hr	M1	0.000383409355377511	Ifna2
x24hr	M1	0.000467318320409362	Ifna4
x24hr	M1	0.000357024257741651	Ifna5
x24hr	M1	0.000428139515428165	Ifna6
x24hr	M1	0.0729661197704595	Ifnb1
x24hr	M1	0.0130404063423913	Ifrd1
x24hr	M1	0.422047852621889	Igf2bp2
x24hr	M1	0.369664876333885	Igsf9
x24hr	M1	0.219769783128019	Iigp1
x24hr	M1	0.294142542159485	Il10
x24hr	M1	0.13157491630435	Il12b
x24hr	M1	0.0549849366053468	Il12rb1
x24hr	M1	0.00664308623250082	Il18rap
x24hr	M1	0.509590646921605	Il1a
x24hr	M1	0.506899127716298	Il1b
x24hr	M1	0.614868854108023	Il1rn
x24hr	M1	0.50396553789124	Il27
x24hr	M1	0.347007491625128	Il4i1
x24hr	M1	0.448115440506668	Il4ra
x24hr	M1	0.637213848943988	Il6
x24hr	M1	0.124365460456995	Inhba
x24hr	M1	0.19781687838791	Intu
x24hr	M1	0.129657008236378	Irf1
x24hr	M1	0.0469944371236412	Irf3
x24hr	M1	0.00187903766537725	Irf4
x24hr	M1	0.720531381558212	Irf7
x24hr	M1	0.192324600574646	Irf8
x24hr	M1	0.00182205026137852	Irs2
x24hr	M1	0.0494310883301163	Itga9
x24hr	M1	0.669989444966076	Itgal
x24hr	M1	0.0155867815462622	Itgb8
x24hr	M1	0.456523416595819	Itpr1
x24hr	M1	0.0657101782722115	Jag1
x24hr	M1	0.253791357615238	Jdp2
x24hr	M1	0.116656281354163	Jun
x24hr	M1	0.259469511734886	Junb
x24hr	M1	0.0345465008455301	Kcnj2
x24hr	M1	0.0568689554523493	Kdm6b
x24hr	M1	0.0565276899531304	Kdr
x24hr	M1	0.109043416659854	Klf2
x24hr	M1	0.0680784202388631	Klf7
x24hr	M1	0.0497334883829804	Klf8
x24hr	M1	0.020004207250135	Klra2
x24hr	M1	0.0474199393158905	Lad1
x24hr	M1	0.738313813446558	Lcn2
x24hr	M1	0.20780696080297	Ldlr
x24hr	M1	0.000215005473142031	Lif
x24hr	M1	0.0430495273157674	Lipg
x24hr	M1	0.0725459518237321	Lox
x24hr	M1	0.187559000213442	Lpar1
x24hr	M1	0.186575302726224	Lratd2
x24hr	M1	0.0101998895537101	Lrp8
x24hr	M1	0.0215493085581729	Ltbp2
x24hr	M1	0.578491145712523	Ly6a
x24hr	M1	0.017885238159798	Ly75
x24hr	M1	0.356723856728173	Maff
x24hr	M1	0.496400430465672	Malt1
x24hr	M1	0.518814434785485	Marcksl1
x24hr	M1	0.0341584022825221	Marco
x24hr	M1	0.101555396733274	Mefv
x24hr	M1	0.0718000125570489	Mfap3l
x24hr	M1	0.497646786415895	Mir155hg
x24hr	M1	0.0226084051552926	Mmd
x24hr	M1	0.245756178513219	Mmp13
x24hr	M1	0.0304177880650444	Mmp14
x24hr	M1	0.000603536111747127	Mmp3
x24hr	M1	0.0082654752630587	Mmp8
x24hr	M1	0.0368046503587638	Mmp9
x24hr	M1	0.00461851696280776	Mpp7
x24hr	M1	0.272784723129806	Ms4a4a
x24hr	M1	0.137988075722323	Mt1
x24hr	M1	0.0940047446356777	Mt2
x24hr	M1	0.0195835085796729	Mtfr2
x24hr	M1	0.0518996052961297	Mtus1
x24hr	M1	0.26295578503668	Mx1
x24hr	M1	0.194313876387164	Mx2
x24hr	M1	0.156100642607046	Mxd1
x24hr	M1	0.169854178945506	Myc
x24hr	M1	0.13316344285235	Mycl
x24hr	M1	0.00324060594894913	Myo1b
x24hr	M1	0.132477289391208	Nek6
x24hr	M1	0.0164825269055504	Nes
x24hr	M1	0.128826826097679	Nfil3
x24hr	M1	0.262436361136436	Nfkb1
x24hr	M1	0.36959812570681	Nfkb2
x24hr	M1	0.678984453224103	Nfkbia
x24hr	M1	0.0285425184851797	Nfkbid
x24hr	M1	0.725252019585532	Nfkbie
x24hr	M1	0.77138681398142	Nfkbiz
x24hr	M1	0.0931807269817748	Noct
x24hr	M1	0.923497742493651	Nos2
x24hr	M1	0.287313321309141	Notch1
x24hr	M1	0.00757972509389016	Nqo1
x24hr	M1	0.0172411425476121	Nr4a1
x24hr	M1	0.00153176323863382	Nr4a3
x24hr	M1	0.0106290343762101	Oaf
x24hr	M1	0.331862380121064	Oasl1
x24hr	M1	0.335145528669033	Odc1
x24hr	M1	0.100673969644571	Olfml3
x24hr	M1	0.00202274337615001	Olr1
x24hr	M1	0.0607847320884178	Orai2
x24hr	M1	0.00269692332854665	Osm
x24hr	M1	0.0785291494831785	Otud1
x24hr	M1	0.205521900664497	P2ry13
x24hr	M1	0.147386398019783	P2ry2
x24hr	M1	0.0511174702687658	P4ha2
x24hr	M1	0.00458421446872579	Pcx
x24hr	M1	0.130638793253022	Pde3b
x24hr	M1	0.551813007063914	Pde4b
x24hr	M1	0.00899256766869629	Pde5a
x24hr	M1	0.125875015123808	Pde7b
x24hr	M1	0.121826422120746	Pdgfb
x24hr	M1	0.0750113364387764	Pdlim7
x24hr	M1	0.279805719334881	Pdpn
x24hr	M1	0.139794323482724	Peli1
x24hr	M1	0.141545201665156	Pfkfb3
x24hr	M1	0.138360659250078	Phlda1
x24hr	M1	0.00132869918160863	Phldb1
x24hr	M1	0.313431343147995	Pilra
x24hr	M1	0.297440701185612	Pilrb1
x24hr	M1	0.081143680000999	Pim2
x24hr	M1	0.15970579417166	Pim3
x24hr	M1	0.0158655133962078	Pla2g7
x24hr	M1	0.108811520760009	Plac8
x24hr	M1	0.00241865149486275	Plagl1
x24hr	M1	0.00187292807047134	Plat
x24hr	M1	0.0487971911942232	Plau
x24hr	M1	0.000986299048459869	Plekhg1
x24hr	M1	0.067710280479531	Plk2
x24hr	M1	0.0254986894211241	Plk3
x24hr	M1	0.495955185565241	Plpp1
x24hr	M1	0.0232103025107117	Plpp3
x24hr	M1	0.064283012496544	Pmaip1
x24hr	M1	0.00718612965391427	Pmepa1
x24hr	M1	0.53192330436138	Pou2f2
x24hr	M1	0.314816022344062	Ppfia3
x24hr	M1	0.00236438128568673	Ppm1l
x24hr	M1	0.000599346072732868	Ppp1r12b
x24hr	M1	0.0447727506490793	Ppp1r15a
x24hr	M1	0.21554241689053	Prag1
x24hr	M1	0.0956133265794947	Prdm1
x24hr	M1	0.00200381339156244	Prdm9
x24hr	M1	0.550685522661257	Procr
x24hr	M1	0.0027966764708861	Prokr1
x24hr	M1	0.00954675664989892	Prrg4
x24hr	M1	0.417408161516768	Ptafr
x24hr	M1	0.00996441356306721	Ptch1
x24hr	M1	0.0582584577591199	Ptger4
x24hr	M1	0.0910535257587973	Ptges
x24hr	M1	0.100344470058677	Ptgir
x24hr	M1	0.901679974257572	Ptgs2
x24hr	M1	0.2544809430311	Rab11fip1
x24hr	M1	0.571099556343041	Rab19
x24hr	M1	0.704184785815653	Ralgds
x24hr	M1	0.0991201466573551	Rapgef5
x24hr	M1	0.130395584516346	Rasgrp1
x24hr	M1	0.0493859105399731	Rcan1
x24hr	M1	0.0798839644069034	Rela
x24hr	M1	0.000819530362283723	Retnla
x24hr	M1	0.188751068860459	Rffl
x24hr	M1	0.0227277209600873	Rgcc
x24hr	M1	0.0010275995314172	Rgs1
x24hr	M1	0.197038255437969	Rgs3
x24hr	M1	0.00552812898836836	Rhof
x24hr	M1	0.0568939149698557	Rhoh
x24hr	M1	0.00818075042175349	Rhou
x24hr	M1	0.0472077174244779	Ripk2
x24hr	M1	0.135190756899594	Rnd1
x24hr	M1	0.0862972531467035	Rnd3
x24hr	M1	0.0013756260806246	Rras2
x24hr	M1	0.303324840360841	Rsad2
x24hr	M1	0.0128996179768805	S100a8
x24hr	M1	0.81332308801113	Saa3
x24hr	M1	0.385306698306488	Samsn1
x24hr	M1	0.186520629435703	Scimp
x24hr	M1	0.0144811582866862	Scn1b
x24hr	M1	0.00214036768457605	Sdc2
x24hr	M1	0.194432218841843	Sdc4
x24hr	M1	0.00262309617745424	Sele
x24hr	M1	0.000372948042695142	Sema3c
x24hr	M1	0.209432337805296	Serpina3f
x24hr	M1	0.445701411610116	Serpina3g
x24hr	M1	0.00799759752423216	Serpinb2
x24hr	M1	0.244032494734581	Serpinb6b
x24hr	M1	0.144137591424915	Serpinb9
x24hr	M1	0.0139575359120274	Serpinb9b
x24hr	M1	0.10920469629727	Serpine1
x24hr	M1	0.185204745104469	Shisa3
x24hr	M1	0.400965936505302	Siglece
x24hr	M1	0.450671003770043	Sla
x24hr	M1	0.536664065289103	Slamf8
x24hr	M1	0.7495165382227	Slamf9
x24hr	M1	0.0232572475214536	Slc13a3
x24hr	M1	0.0347667660107928	Slc16a1
x24hr	M1	0.159038980901024	Slc16a3
x24hr	M1	0.0444427844744941	Slc25a25
x24hr	M1	0.19065070023026	Slc28a2
x24hr	M1	0.0334536679804101	Slc30a4
x24hr	M1	0.241234055138897	Slc7a11
x24hr	M1	0.252487587272428	Slc7a2
x24hr	M1	0.154538524282282	Slco3a1
x24hr	M1	0.137876044991701	Slfn4
x24hr	M1	0.000506576948828957	Slpi
x24hr	M1	0.194645352776075	Snn
x24hr	M1	0.00228508214471688	Socs1
x24hr	M1	0.784624907167604	Socs3
x24hr	M1	0.925690495741858	Sod2
x24hr	M1	0.0137761083724859	Spaca6
x24hr	M1	0.0523376406686305	Spata13
x24hr	M1	0.000425785234483382	Sphk1
x24hr	M1	0.099444855706734	Spic
x24hr	M1	0.0024687165925291	Spsb1
x24hr	M1	0.118056364675618	Srxn1
x24hr	M1	0.0374737180970561	Stat4
x24hr	M1	0.155930531188657	Swap70
x24hr	M1	0.00157149192357631	Syne2
x24hr	M1	0.00840523793796692	Taf4b
x24hr	M1	0.269389102896311	Tagap
x24hr	M1	0.000967680835964796	Tal2
x24hr	M1	0.586085272508352	Tarm1
x24hr	M1	0.0869231079817443	Tfec
x24hr	M1	0.467429803528731	Tgtp1
x24hr	M1	0.215851740730299	Thbs1
x24hr	M1	0.00211045871335063	Timp1
x24hr	M1	0.0432685701075258	Tle3
x24hr	M1	0.312205261429393	Tlr2
x24hr	M1	0.359788621964684	Tlr4
x24hr	M1	0.30562150943193	Tlr7
x24hr	M1	0.0727610626739114	Tlr9
x24hr	M1	0.250568198982306	Tma16
x24hr	M1	0.003036461272795	Tmc3
x24hr	M1	0.00220469583692766	Tmeff1
x24hr	M1	0.0319420048892313	Tmem178
x24hr	M1	0.0010904154953043	Tmem200b
x24hr	M1	0.000373991455298254	Tmem26
x24hr	M1	0.148764295057603	Tmtc2
x24hr	M1	0.000838302560988763	Tnc
x24hr	M1	0.71849320202084	Tnf
x24hr	M1	0.547987083896105	Tnfaip3
x24hr	M1	0.440107072824224	Tnfsf10
x24hr	M1	0.0897467115299234	Tnfsf14
x24hr	M1	0.279663393942205	Tnfsf15
x24hr	M1	0.0364209635902014	Tnfsf4
x24hr	M1	0.622710995317688	Tnfsf8
x24hr	M1	0.170981456475625	Tnfsf9
x24hr	M1	0.174412410376754	Tnip3
x24hr	M1	0.87639489444253	Traf1
x24hr	M1	0.0692687503422652	Trem1
x24hr	M1	0.151786391417118	Treml4
x24hr	M1	0.0220492674331542	Trib1
x24hr	M1	0.210242849522562	Trib3
x24hr	M1	0.152473832944703	Trim21
x24hr	M1	0.167705487309438	Trim30c
x24hr	M1	0.0450161056150637	Trim36
x24hr	M1	0.0232273702789751	Tsku
x24hr	M1	0.00449380955136924	Ttc39b
x24hr	M1	0.0207296388052095	U90926
x24hr	M1	0.631652648972065	Upp1
x24hr	M1	0.0593358758221297	Vcam1
x24hr	M1	0.0149736985257915	Vcan
x24hr	M1	0.0658268472902287	Vegfc
x24hr	M1	0.0445907000809092	Xcr1
x24hr	M1	0.509407360346199	Zc3h12a
x24hr	M1	0.137621511636149	Zc3h12c
x24hr	M1	0.0283491871090962	Zeb1
x24hr	M1	0.0428266798415571	Zfp324
x24hr	M1	0.348951017972985	Zfp36
x24hr	M1	0.453034632549697	Zfp811
x24hr	M1	0.077170125927263	Zhx2
x24hr	M1	0.0167755292873853	Znrf3
