time	stim1	stim2	cc	sd	gene
3hr	CpG	TNF	0.000166847275697263	0.0001636362049023	Ccl1
3hr	CpG	TNF	0.0125536799998836	0.00207320475445513	Ccl12
3hr	CpG	TNF	0.000609354774606481	0.00303764509540403	Ccl17
3hr	CpG	TNF	0.128833755555392	0.0120546317800984	Ccl2
3hr	CpG	TNF	0.00203533788895962	0.00069533001954103	Ccl22
3hr	CpG	TNF	0.396521915734333	0.0177389289927762	Ccl3
3hr	CpG	TNF	0.132112941336123	0.00631089978428424	Ccl4
3hr	CpG	TNF	0.245831175246141	0.0139571662179257	Ccl5
3hr	CpG	TNF	0.0873850570356004	0.0123604116350351	Ccl7
3hr	CpG	TNF	3.84407264327251e-05	0.000507588959281655	Ccl8
3hr	CpG	TNF	0.00932913188472504	0.00403619451780953	Ccnd1
3hr	CpG	TNF	0.00040528182338854	0.000479986793117622	Ccnd2
3hr	CpG	TNF	0.00342408858108413	0.00170780823208578	Ccne1
3hr	CpG	TNF	0.00203227390012309	0.00256107551233949	Ccr1
3hr	CpG	TNF	0.00885821719448626	0.00308398843565433	Ccr3
3hr	CpG	TNF	0.0210853234846046	0.00375826625877256	Ccrl2
3hr	CpG	TNF	0.105912213832797	0.0124478675295429	Cd14
3hr	CpG	TNF	1.22279679497886e-05	0.000234453914035871	Cd163
3hr	CpG	TNF	0.0011977636977448	0.0021137563207966	Cd200
3hr	CpG	TNF	0.0584406025945357	0.0108309065087659	Cd300e
3hr	CpG	TNF	0.0241214582337161	0.0072191031718629	Cd300lf
3hr	CpG	TNF	0.0035603957293163	0.00247980985757698	Cd34
3hr	CpG	TNF	0.000135036523597226	0.00129369853328446	Cd38
3hr	CpG	TNF	0.107597048353689	0.0115545383616898	Cd40
3hr	CpG	TNF	9.25254628884219e-06	0.000341178808088435	Cd55
3hr	CpG	TNF	0.144686643035971	0.00879341526076756	Cd69
3hr	CpG	TNF	9.66523899754982e-05	0.000151544424165556	Cd80
3hr	CpG	TNF	0.0107634494523356	0.0031400033336263	Cd83
3hr	CpG	TNF	0.00372544663188921	0.00128608691232365	Cd86
3hr	CpG	TNF	0.0743784668187246	0.00978823784929673	Cdc42ep2
3hr	CpG	TNF	0.0318499017979563	0.00553801614655339	Cdc42ep4
3hr	CpG	TNF	0.00126471430906279	0.000459865351943069	Cdk5r1
3hr	CpG	TNF	6.35515010825789e-05	0.000379579489396217	Cebpd
3hr	CpG	TNF	0.00812079047893354	0.00191862935878473	Cemip2
3hr	CpG	TNF	0.00306952481432354	0.00140987460208168	Ch25h
3hr	CpG	TNF	2.74905969697449e-05	0.000447705142338917	Chst11
3hr	CpG	TNF	0.000137234329932269	0.000266399397499404	Ciita
3hr	CpG	TNF	0.0698908006928741	0.00564375289590081	Cish
3hr	CpG	TNF	0.00059705258732518	0.000765293670396258	Cited2
3hr	CpG	TNF	0.0235268254625429	0.00312265471288413	Clcf1
3hr	CpG	TNF	0.00177238133167268	0.00238384375468684	Clec4e
3hr	CpG	TNF	0.000496796919305687	0.000680334120043318	Clec4n
3hr	CpG	TNF	0.00647302389494766	0.00250628209763828	Clec5a
3hr	CpG	TNF	0.00406723975473904	0.00173537030871083	Clic5
3hr	CpG	TNF	0.000695845779694554	0.000299519917544256	Clmp
3hr	CpG	TNF	0.00430585112187104	0.00127433522683258	Cmpk2
3hr	CpG	TNF	0.00193952969479372	0.00182266574126244	Cnn3
3hr	CpG	TNF	0.000621382753375418	0.000796013197978079	Col18a1
3hr	CpG	TNF	0.000262247734522059	0.00058849856745142	Col27a1
3hr	CpG	TNF	0.0110366951540544	0.00364928212279861	Cp
3hr	CpG	TNF	2.8153546763525e-08	0.000214147252176842	Csf1
3hr	CpG	TNF	0.00270181557387786	0.00195344010505429	Csf3
3hr	CpG	TNF	0.00151274705589258	0.00115450056833236	Csrnp1
3hr	CpG	TNF	0.0158440031807273	0.00385108949578475	Cst7
3hr	CpG	TNF	0.00126040809582859	0.00135428918262893	Ctla2a
3hr	CpG	TNF	0.00101932598608537	0.00103045580458489	Ctla2b
3hr	CpG	TNF	0.0614195651093828	0.0105318275690701	Cx3cl1
3hr	CpG	TNF	1.52347075910124e-05	0.000124134198146989	Cx3cr1
3hr	CpG	TNF	0.0527350335597785	0.00711037128802437	Cxcl1
3hr	CpG	TNF	0.00763508310797396	0.00291768382802047	Cxcl10
3hr	CpG	TNF	0.000204894665562324	0.000378949282726806	Cxcl11
3hr	CpG	TNF	0.00183783206797206	0.00182512001763254	Cxcl14
3hr	CpG	TNF	0.413765442073736	0.0160116504899011	Cxcl2
3hr	CpG	TNF	0.0776954899171931	0.00894692000912215	Cxcl3
3hr	CpG	TNF	0.000127012373364868	0.00044722586758686	Cxcl9
3hr	CpG	TNF	0.00896506003135571	0.00466095406836835	D16Ertd472e
3hr	CpG	TNF	4.87235548831994e-05	0.000389064274794299	Ddit4
3hr	CpG	TNF	0.00348427932183645	0.00160410687525993	Dio2
3hr	CpG	TNF	0.000617885559559088	0.000676185292917535	Dmwd
3hr	CpG	TNF	0.0190259580362557	0.00337556789655162	Dmxl2
3hr	CpG	TNF	4.9799240927265e-05	0.000232575328909787	Dnase1l3
3hr	CpG	TNF	0.0162965174983809	0.00428637935598698	Dnmt3aos
3hr	CpG	TNF	0.0282141365286358	0.00511853985097786	Dusp1
3hr	CpG	TNF	0.000229138735878177	0.000342877774868225	Dusp14
3hr	CpG	TNF	0.0285728557339958	0.00454027415282875	Dusp16
3hr	CpG	TNF	0.176059275366781	0.0113788148269175	Dusp2
3hr	CpG	TNF	0.0119024978257308	0.00394167720108611	Dusp4
3hr	CpG	TNF	0.00350495795819481	0.00228777231641093	Dusp5
3hr	CpG	TNF	0.0614400618689272	0.00775942280078926	Dusp6
3hr	CpG	TNF	0.0140467104509673	0.00230441768394655	Dusp8
3hr	CpG	TNF	0.0213476329775741	0.00325147023487279	Edn1
3hr	CpG	TNF	4.67587257291141e-05	0.00047309469909402	Ednrb
3hr	CpG	TNF	0.00111374176197072	0.001444103643818	Egln3
3hr	CpG	TNF	0.000181408783771895	0.000793255088114205	Egr1
3hr	CpG	TNF	0.0133945744353454	0.00321486647633996	Egr2
3hr	CpG	TNF	0.000189770882987816	0.000104029791279491	Egr3
3hr	CpG	TNF	0.132163350023642	0.0152007898318267	Ehd1
3hr	CpG	TNF	0.000129284587499099	0.000613865582135566	Eno2
3hr	CpG	TNF	0.00217625160056681	0.00197523292082486	Errfi1
3hr	CpG	TNF	0.102944973297089	0.0100234632614776	Ets2
3hr	CpG	TNF	0.000695870489236628	0.000445574523095381	Fabp7
3hr	CpG	TNF	0.00592505268048384	0.00388428116229402	Fam43a
3hr	CpG	TNF	0.0163996474265311	0.00167370897183897	Fcgr2b
3hr	CpG	TNF	0.00948494463908399	0.00221822963746914	Fgl2
3hr	CpG	TNF	0.031859678191068	0.00379646747097932	Flnb
3hr	CpG	TNF	6.01052253558098e-06	0.000263329459466391	Flrt3
3hr	CpG	TNF	0.000433408151449596	0.000915411027446664	Fmnl2
3hr	CpG	TNF	0.031650020224439	0.00426352054999165	Fos
3hr	CpG	TNF	0.000546048528356369	0.000700503966601315	Fosb
3hr	CpG	TNF	0.000147951500688029	0.000404356289436768	Foxp4
3hr	CpG	TNF	0.149860752781202	0.0153957939994518	Fpr1
3hr	CpG	TNF	0.100602587581058	0.00600785130670533	Fpr2
3hr	CpG	TNF	0.00251131546655336	0.0018460528701867	Frmd6
3hr	CpG	TNF	0.0376391341537575	0.00614854226357908	Fscn1
3hr	CpG	TNF	0.000167318993788363	0.000485043383319791	Fzd1
3hr	CpG	TNF	0.0170071779021572	0.00384440679906383	G530011O06Rik
3hr	CpG	TNF	0.000498605379657578	0.000344253937181719	Gbp7
3hr	CpG	TNF	1.36098731664439e-05	0.000288540708807206	Gclm
3hr	CpG	TNF	9.11526926607228e-05	0.000178294620189777	Gcnt2
3hr	CpG	TNF	3.27971290942681e-05	0.000154283300985985	Gda
3hr	CpG	TNF	0.011420738491822	0.00453519575227495	Gdf15
3hr	CpG	TNF	0.0325558411807214	0.00530923200257182	Gem
3hr	CpG	TNF	2.8337746798972e-05	9.94608434383501e-05	Gfi1
3hr	CpG	TNF	0.000693590509909054	0.00117081172008822	Gja1
3hr	CpG	TNF	0.00720450804278852	0.00217509044278437	Glipr2
3hr	CpG	TNF	0.000251416014836721	0.000814601009624632	Gm16712
3hr	CpG	TNF	0.00440249618169513	0.00179322912970813	Gm19026
3hr	CpG	TNF	5.24880555996411e-05	0.000555683353020932	Gm1966
3hr	CpG	TNF	3.58015247411059e-06	0.000618138349925284	Gm47283
3hr	CpG	TNF	0.000481811462945204	0.000521438196297587	Gm4951
3hr	CpG	TNF	0.000210644990699338	0.0002584858129455	Gm5150
3hr	CpG	TNF	0.00694712398972608	0.00242593561085621	Gm6377
3hr	CpG	TNF	0.000166847275697263	0.000174934461376128	Gm9855
3hr	CpG	TNF	0.0325216104916294	0.0026904130284968	Gna15
3hr	CpG	TNF	0.0234292551732252	0.00393060634285702	Gng4
3hr	CpG	TNF	0.011245300058195	0.00348500773531896	Gpr132
3hr	CpG	TNF	0.00455549981249424	0.00212112691903562	Gpr141
3hr	CpG	TNF	0.11110698909405	0.0071488889400695	Gpr18
3hr	CpG	TNF	0.000975879631263666	0.00110037516691889	Gpr35
3hr	CpG	TNF	5.61862752473084e-06	0.000405777307371826	Gpr68
3hr	CpG	TNF	0.0104105216155724	0.00269587270073111	Gpr84
3hr	CpG	TNF	0.0112139347718751	0.00381924242227601	Gpr85
3hr	CpG	TNF	0.00053164186646289	0.000622469633613822	Grk3
3hr	CpG	TNF	0.00229564321284006	0.00177389392009453	Gsr
3hr	CpG	TNF	0.000247389117925111	0.000703428837185709	Gsta3
3hr	CpG	TNF	0.0258479966024447	0.00418678234964124	H1f2
3hr	CpG	TNF	0.00022743359873025	0.000373047991777642	H2.Eb1
3hr	CpG	TNF	0.0251179059467785	0.0047111851309145	H2.K2
3hr	CpG	TNF	0.00570736782520933	0.00165383015290678	H2.M2
3hr	CpG	TNF	0.00268436843311013	0.00178986533644599	H60b
3hr	CpG	TNF	0.145298595840522	0.010997338011258	Hcar2
3hr	CpG	TNF	0.00107091368500767	0.000551134803592742	Heatr9
3hr	CpG	TNF	0.238976244887026	0.0159910529157448	Hhex
3hr	CpG	TNF	0.0095754955020565	0.00320092637724384	Hilpda
3hr	CpG	TNF	0.0160501785081917	0.00462148725782118	Hivep3
3hr	CpG	TNF	0.00955435383530337	0.00352267516103723	Hmga2
3hr	CpG	TNF	0.0339746092101583	0.00600128797664077	Hmox1
3hr	CpG	TNF	0.000166847275697584	0.000174934461376142	Hopx
3hr	CpG	TNF	0.000304844661649629	0.000842306975804311	Hp
3hr	CpG	TNF	0.00189492995960608	0.00132724564878535	Hsd17b7
3hr	CpG	TNF	0.0172500943581612	0.00408415979114214	Hspa1a
3hr	CpG	TNF	0.0750479073515343	0.0111270420298485	Hspa1b
3hr	CpG	TNF	0.011359616335203	0.0033834879062506	Htr2a
3hr	CpG	TNF	0.0178825309948458	0.00331024878476523	Htr2b
3hr	CpG	TNF	3.17885814108439e-09	0.000340399135870873	Htra1
3hr	CpG	TNF	0.119571794693843	0.0103541147179405	Icam1
3hr	CpG	TNF	0.0517906568000712	0.00520764506095628	Icosl
3hr	CpG	TNF	0.00512656887065496	0.00200726334076278	Idi1
3hr	CpG	TNF	0.000280458571752906	0.000509035413589213	Ier2
3hr	CpG	TNF	0.0287188881921182	0.00407642723734152	Ier3
3hr	CpG	TNF	4.03589725796989e-05	0.00034165332333803	Ifi205
3hr	CpG	TNF	4.63392402483597e-06	0.000185559374263776	Ifi208
3hr	CpG	TNF	0.000310543943629858	0.000798540825006828	Ifit1
3hr	CpG	TNF	8.91162534015409e-05	0.000493958013360534	Ifit1bl1
3hr	CpG	TNF	0.0102847750536176	0.0032087641247631	Ifit2
3hr	CpG	TNF	0.00435831520844256	0.00318161885281607	Ifit3
3hr	CpG	TNF	0.000405362973294647	0.000556784875352027	Ifit3b
3hr	CpG	TNF	2.84502521717956e-05	0.000419310566756438	Ifitm1
3hr	CpG	TNF	0.000120130045235028	0.000607226354297615	Ifnb1
3hr	CpG	TNF	0.0309646680909431	0.00423126978011357	Ifrd1
3hr	CpG	TNF	0.00869626627620026	0.00361760044467693	Igf2bp2
3hr	CpG	TNF	0.000246224854188156	0.000188056640935565	Igsf9
3hr	CpG	TNF	0.00037312971029626	0.000835262171740394	Iigp1
3hr	CpG	TNF	0.0372857679182515	0.00689051869905882	Il10
3hr	CpG	TNF	0.103085847503339	0.00745357450171234	Il12b
3hr	CpG	TNF	0.00352426703662289	0.00159135448950251	Il12rb1
3hr	CpG	TNF	0.00666811338519626	0.00258306362743132	Il18rap
3hr	CpG	TNF	0.0795696886031133	0.00556979238504669	Il1a
3hr	CpG	TNF	0.245918205626971	0.0100564057043955	Il1b
3hr	CpG	TNF	1.04952283553347e-06	0.00017963776104515	Il1rn
3hr	CpG	TNF	0.259211453344083	0.0131701605419183	Il27
3hr	CpG	TNF	0.0385914021181703	0.00323878326074454	Il4i1
3hr	CpG	TNF	0.0394101433069282	0.00469001434449983	Il4ra
3hr	CpG	TNF	0.159207904805976	0.0116773887279016	Il6
3hr	CpG	TNF	2.9610417685685e-07	0.000220164493063445	Inhba
3hr	CpG	TNF	0.00331375261201973	0.00227359960620689	Intu
3hr	CpG	TNF	0.00155301209970481	0.00132352478957315	Irf1
3hr	CpG	TNF	2.45938557033312e-05	0.00021600617023863	Irf3
3hr	CpG	TNF	0.00135680354739552	0.00173415150445463	Irf4
3hr	CpG	TNF	0.00250058687275571	0.00157035475249938	Irf7
3hr	CpG	TNF	0.116607149769209	0.00848749500896173	Irf8
3hr	CpG	TNF	0.000264721461665014	0.000223843759214267	Irs2
3hr	CpG	TNF	0.000355848493176838	0.000397519984829403	Itga9
3hr	CpG	TNF	0.0243726432269703	0.00437181556002663	Itgal
3hr	CpG	TNF	0.0058386611543952	0.003248606138227	Itgb8
3hr	CpG	TNF	0.000424314210828637	0.000697571207479599	Itpr1
3hr	CpG	TNF	9.88461573490696e-05	0.000293747618468626	Jag1
3hr	CpG	TNF	0.0530913414008962	0.00595304507982321	Jdp2
3hr	CpG	TNF	0.178763675380694	0.0114020175105734	Jun
3hr	CpG	TNF	0.0117175117740357	0.00472736582790541	Junb
3hr	CpG	TNF	0.0697641363141604	0.0096347154128824	Kcnj2
3hr	CpG	TNF	0.00871341963336476	0.00395040910879218	Kdm6b
3hr	CpG	TNF	1.52262853219401e-05	0.000191222953343958	Kdr
3hr	CpG	TNF	0.0567372170474278	0.00696231758322526	Klf2
3hr	CpG	TNF	0.0196199978924967	0.00415610707392105	Klf7
3hr	CpG	TNF	0.000150835715746075	0.000233843750002175	Klf8
3hr	CpG	TNF	0.00917472327130286	0.00303103339534298	Klra2
3hr	CpG	TNF	0.00288025759474306	0.00129362784630886	Lad1
3hr	CpG	TNF	0.143336683246845	0.00776523400742469	Lcn2
3hr	CpG	TNF	0.0248396365540179	0.00435861553244839	Ldlr
3hr	CpG	TNF	2.3777497021627e-05	0.000338447432326921	Lif
3hr	CpG	TNF	7.68002973190734e-05	0.00076606359694909	Lipg
3hr	CpG	TNF	0.00284946956860711	0.00245618019667788	Lox
3hr	CpG	TNF	0.00836055620670757	0.0018290829010356	Lpar1
3hr	CpG	TNF	0.0971883769213771	0.00985695502321075	Lratd2
3hr	CpG	TNF	8.05203817775507e-05	0.000412497415919505	Lrp8
3hr	CpG	TNF	1.95845438213467e-05	0.000320755000932108	Ltbp2
3hr	CpG	TNF	0.00164053789351292	0.00163811501518671	Ly6a
3hr	CpG	TNF	0.000166847275697263	0.000174934461376211	Ly75
3hr	CpG	TNF	0.00267383235508274	0.0018609684573598	Maff
3hr	CpG	TNF	0.000359693533419475	0.00121114231180335	Malt1
3hr	CpG	TNF	0.00711559224787058	0.00325831191323218	Marcksl1
3hr	CpG	TNF	0.0099265143631125	0.00219457862256467	Marco
3hr	CpG	TNF	0.00930692433296321	0.00264440042976922	Mefv
3hr	CpG	TNF	0.000717496918368179	0.000946276804008552	Mfap3l
3hr	CpG	TNF	0.0167029377441829	0.00433608514344177	Mir155hg
3hr	CpG	TNF	0.00568709253163116	0.0023336518729852	Mmd
3hr	CpG	TNF	0.00100722381554756	0.000605642908245418	Mmp13
3hr	CpG	TNF	0.000722036558898147	0.000928100617783297	Mmp14
3hr	CpG	TNF	0.000253346297544613	0.00059774106371691	Mmp8
3hr	CpG	TNF	0.000418952635986354	0.000752849792886557	Mmp9
3hr	CpG	TNF	0.00090036304663258	0.000747011526662722	Mpp7
3hr	CpG	TNF	0.000315328451345058	0.000340022826643256	Ms4a4a
3hr	CpG	TNF	0.100996059391682	0.00838099643744961	Mt1
3hr	CpG	TNF	0.0460534547323352	0.00528627844288391	Mt2
3hr	CpG	TNF	0.000899763387842065	0.000854979334154381	Mtfr2
3hr	CpG	TNF	0.00167064230236088	0.00118050939730685	Mtus1
3hr	CpG	TNF	0.000600711930948448	0.00102566626560402	Mx1
3hr	CpG	TNF	0.000241883174554389	0.000239735499408357	Mx2
3hr	CpG	TNF	0.0772929657452844	0.00537765687215388	Mxd1
3hr	CpG	TNF	8.74676336798895e-05	0.00037528269413296	Myc
3hr	CpG	TNF	0.0186975036038301	0.00396860959820417	Mycl
3hr	CpG	TNF	0.00109266047821825	0.000820157003338835	Myo1b
3hr	CpG	TNF	0.042009053118782	0.00471525058236838	Nek6
3hr	CpG	TNF	0.00190389354170099	0.00127929155981916	Nes
3hr	CpG	TNF	0.000221868202394993	0.000737679179497266	Nfil3
3hr	CpG	TNF	0.181586004703049	0.00939494188880164	Nfkb1
3hr	CpG	TNF	0.0141668669924857	0.00488074061241432	Nfkb2
3hr	CpG	TNF	0.062260932013368	0.00792557432844191	Nfkbia
3hr	CpG	TNF	0.0076143188419716	0.00204831622578687	Nfkbid
3hr	CpG	TNF	0.00237661650742289	0.001714736438856	Nfkbie
3hr	CpG	TNF	0.844250116781291	0.0128212085262603	Nfkbiz
3hr	CpG	TNF	0.00352202512205035	0.00168814833497554	Noct
3hr	CpG	TNF	0.172743772780936	0.0102160680148831	Nos2
3hr	CpG	TNF	0.0999231583212001	0.0121910250113802	Notch1
3hr	CpG	TNF	0.0016234439243972	0.00115366998866044	Nqo1
3hr	CpG	TNF	0.000259514469938668	0.000738606678125662	Nr4a1
3hr	CpG	TNF	0.0464658551730613	0.0061679472868331	Nr4a3
3hr	CpG	TNF	0.000258784381580906	0.000594882831566197	Oaf
3hr	CpG	TNF	0.000361944090931442	0.00119447860914205	Oasl1
3hr	CpG	TNF	0.0294233740630206	0.00309213826421289	Odc1
3hr	CpG	TNF	0.000503051198655214	0.000507082268132029	Olfml3
3hr	CpG	TNF	3.94931718840275e-05	0.000181552842659137	Olr1
3hr	CpG	TNF	0.0386138178848115	0.00577261331577123	Orai2
3hr	CpG	TNF	0.0108421918166379	0.0052508124109984	Osm
3hr	CpG	TNF	0.0502910239049311	0.0071702218116879	Otud1
3hr	CpG	TNF	0.00479658938738722	0.0017780682417762	P2ry13
3hr	CpG	TNF	1.17476298684242e-05	0.000322258535191515	P2ry2
3hr	CpG	TNF	0.000193907512037655	0.000931411876073992	P4ha2
3hr	CpG	TNF	3.60677896133679e-05	0.000383587164661494	Pcx
3hr	CpG	TNF	0.000598647115421062	0.000985201636302614	Pde3b
3hr	CpG	TNF	0.119196045335463	0.00537019690288866	Pde4b
3hr	CpG	TNF	0.000995408000687742	0.00128672790728197	Pde5a
3hr	CpG	TNF	0.0010113782728164	0.00117652456123601	Pde7b
3hr	CpG	TNF	0.0016499786370462	0.00126784797155421	Pdgfb
3hr	CpG	TNF	0.0161988044926064	0.00272764426940145	Pdlim7
3hr	CpG	TNF	0.000867044953706653	0.00125008949704935	Pdpn
3hr	CpG	TNF	0.00144355502383364	0.0012420307075226	Peli1
3hr	CpG	TNF	0.0064892039129225	0.00223064533158987	Pfkfb3
3hr	CpG	TNF	0.0257604853906076	0.0035910293985715	Phlda1
3hr	CpG	TNF	0.00548288006946918	0.00324630619198754	Phldb1
3hr	CpG	TNF	0.000362806448035725	0.000581384014303797	Pilra
3hr	CpG	TNF	6.9059583567203e-06	0.000194715360849172	Pilrb1
3hr	CpG	TNF	0.0435246941271171	0.00697559876589018	Pim2
3hr	CpG	TNF	0.00738317523755743	0.00221450623231292	Pim3
3hr	CpG	TNF	1.74800464250348e-05	0.00027299443264802	Pla2g7
3hr	CpG	TNF	2.60026052839211e-06	0.000590533289493462	Plagl1
3hr	CpG	TNF	0.00233591801121885	0.00177728696034344	Plat
3hr	CpG	TNF	0.0853333557541558	0.00618972497531209	Plau
3hr	CpG	TNF	3.02444289320876e-05	9.94729935675467e-05	Plekhg1
3hr	CpG	TNF	0.0188978140289386	0.00488767109901683	Plk2
3hr	CpG	TNF	0.00811727659540737	0.00319449221924489	Plk3
3hr	CpG	TNF	0.000376941475180332	0.000792419637584513	Plpp1
3hr	CpG	TNF	0.000158367077758097	0.000490121748346817	Plpp3
3hr	CpG	TNF	0.0874599368373792	0.00639990083221658	Pmaip1
3hr	CpG	TNF	4.77390020742509e-05	0.000300943160255465	Pmepa1
3hr	CpG	TNF	0.142627926078367	0.00873859330778798	Pou2f2
3hr	CpG	TNF	0.241372783358615	0.0184862930438822	Ppfia3
3hr	CpG	TNF	0.000169407677087238	0.000495291442029728	Ppm1l
3hr	CpG	TNF	0.000411670645878617	0.000651384403796326	Ppp1r12b
3hr	CpG	TNF	0.0635174967691664	0.00459078563711494	Ppp1r15a
3hr	CpG	TNF	0.000431714311112468	0.000746743427732608	Prag1
3hr	CpG	TNF	0.0347070878208775	0.00272994147459583	Prdm1
3hr	CpG	TNF	0.000405432003019585	0.00145050562660001	Prdm9
3hr	CpG	TNF	0.000757102116170066	0.00139601842780646	Procr
3hr	CpG	TNF	0.00183438594163498	0.00147787036820757	Prokr1
3hr	CpG	TNF	0.00125356252249638	0.0011683274715709	Prrg4
3hr	CpG	TNF	0.224893608600551	0.0149157762071563	Ptafr
3hr	CpG	TNF	0.00271765283799827	0.00171300540943922	Ptch1
3hr	CpG	TNF	0.0164557137250655	0.00528457548695536	Ptger4
3hr	CpG	TNF	0.00669493858207489	0.00267280009141712	Ptges
3hr	CpG	TNF	0.0225673060436112	0.00280122875698009	Ptgir
3hr	CpG	TNF	0.0904715371434568	0.00918404093124653	Ptgs2
3hr	CpG	TNF	0.0502477996626689	0.0082850056780232	Rab11fip1
3hr	CpG	TNF	0.0810537858164777	0.0081643753916194	Rab19
3hr	CpG	TNF	0.143854623511803	0.00780943034221987	Ralgds
3hr	CpG	TNF	0.000920094335935284	0.00130148500579839	Rapgef5
3hr	CpG	TNF	9.34132343473316e-05	0.000323496549641765	Rasgrp1
3hr	CpG	TNF	6.59360894227855e-05	0.000330066485099146	Rcan1
3hr	CpG	TNF	5.48252408330655e-07	0.000214670694994636	Rela
3hr	CpG	TNF	0.000166847275696943	0.000163636698410253	Retnla
3hr	CpG	TNF	0.0325892909411447	0.00424386171838665	Rffl
3hr	CpG	TNF	0.00731317181922946	0.00347548844645252	Rgcc
3hr	CpG	TNF	9.02732906048263e-06	0.000276289232013761	Rgs1
3hr	CpG	TNF	4.74117853302644e-05	0.000749995975897775	Rgs3
3hr	CpG	TNF	0.0247017367278658	0.00484396797052464	Rhof
3hr	CpG	TNF	0.0119761512261748	0.00350431142787006	Rhoh
3hr	CpG	TNF	0.00477125859005802	0.00149760889663085	Rhou
3hr	CpG	TNF	0.189519237867015	0.0109830450265305	Ripk2
3hr	CpG	TNF	0.0014019200128143	0.00130363311296134	Rnd1
3hr	CpG	TNF	0.0893766235627324	0.00807578773111178	Rnd3
3hr	CpG	TNF	0.00686435522756053	0.00253976857249595	Rras2
3hr	CpG	TNF	0.000141403044366425	0.000857537072410958	Rsad2
3hr	CpG	TNF	0.000679750216774037	0.000806641052952086	S100a8
3hr	CpG	TNF	0.165781002121427	0.00965786766734459	Saa3
3hr	CpG	TNF	0.0035048113432551	0.00223537951837573	Samsn1
3hr	CpG	TNF	1.52273216918732e-05	0.000202477982973481	Scimp
3hr	CpG	TNF	0.0124605723478781	0.00356319415195997	Scn1b
3hr	CpG	TNF	0.000166847275697263	0.000178541737000196	Sdc2
3hr	CpG	TNF	0.0423525985522996	0.00568989710313637	Sdc4
3hr	CpG	TNF	0.00560416985166629	0.00184161122043189	Sele
3hr	CpG	TNF	0.000388931078609396	0.000927533561918947	Serpina3f
3hr	CpG	TNF	6.05848173479169e-05	0.000234610975684346	Serpina3g
3hr	CpG	TNF	0.000832801914540571	0.000678954815105013	Serpinb2
3hr	CpG	TNF	0.020194248504186	0.00538018208447728	Serpinb6b
3hr	CpG	TNF	0.015019940668073	0.00296883814541627	Serpinb9
3hr	CpG	TNF	0.000531483617855005	0.000632482249011451	Serpinb9b
3hr	CpG	TNF	0.0302982426854476	0.00603380322493136	Serpine1
3hr	CpG	TNF	0.0386161140674008	0.00419541503585971	Shisa3
3hr	CpG	TNF	0.0216896808757653	0.00465396720595209	Siglece
3hr	CpG	TNF	0.0274551928193199	0.00425992026829864	Sla
3hr	CpG	TNF	0.00872120612897941	0.00325096327731718	Slamf8
3hr	CpG	TNF	0.00131062973523889	0.00125170185799992	Slamf9
3hr	CpG	TNF	0.00275578695176474	0.00129145324568095	Slc13a3
3hr	CpG	TNF	0.00140300151463232	0.00129303926466118	Slc16a1
3hr	CpG	TNF	4.10910424926657e-05	0.000651019573213725	Slc16a3
3hr	CpG	TNF	0.0068591035107439	0.00318600403629299	Slc25a25
3hr	CpG	TNF	0.0046086316584769	0.00172202494166585	Slc28a2
3hr	CpG	TNF	0.000702063880484057	0.00113820160670493	Slc30a4
3hr	CpG	TNF	0.00896457206733946	0.00147786551084477	Slc7a11
3hr	CpG	TNF	9.84206156526159e-06	0.00052383252470772	Slc7a2
3hr	CpG	TNF	0.041669513411846	0.0111876102371775	Slco3a1
3hr	CpG	TNF	0.000199107036391103	0.000555896579339369	Slfn4
3hr	CpG	TNF	0.000222826494439366	0.000845666785588719	Slpi
3hr	CpG	TNF	0.0096529061819156	0.0025668112134277	Snn
3hr	CpG	TNF	0.000170455065573417	0.000886632549548623	Socs1
3hr	CpG	TNF	0.279076062231834	0.00997764203130608	Socs3
3hr	CpG	TNF	0.0704365442012725	0.00979031252116024	Sod2
3hr	CpG	TNF	0.000805539874868609	0.00135464557769377	Spaca6
3hr	CpG	TNF	0.00245034511766295	0.00136412702720798	Spata13
3hr	CpG	TNF	0.000152317706512073	0.000230958168801639	Sphk1
3hr	CpG	TNF	0.000384296103435238	0.00068892229347849	Spic
3hr	CpG	TNF	0.00313571442318087	0.00261298327427163	Spsb1
3hr	CpG	TNF	0.00220894097209138	0.00198556044262531	Srxn1
3hr	CpG	TNF	7.65398492251747e-05	0.000226284556155156	Stat4
3hr	CpG	TNF	0.281450435461469	0.0119353580205866	Swap70
3hr	CpG	TNF	6.34293374328499e-09	0.000188924475627003	Syne2
3hr	CpG	TNF	0.000319504273705944	0.000431018974741865	Taf4b
3hr	CpG	TNF	0.106778804989213	0.0117553017225994	Tagap
3hr	CpG	TNF	0.00438808467785176	0.00194961470444309	Tal2
3hr	CpG	TNF	0.0075627857293828	0.00279471195198794	Tarm1
3hr	CpG	TNF	0.00104008245952603	0.00168070342965117	Tfec
3hr	CpG	TNF	0.00764727719486895	0.00371800411979874	Tgtp1
3hr	CpG	TNF	0.000958536658387416	0.000653949167599026	Thbs1
3hr	CpG	TNF	0.000116010583093661	0.000405031770901092	Timp1
3hr	CpG	TNF	0.0160529707949843	0.00467877841487234	Tle3
3hr	CpG	TNF	0.202419593878129	0.0128790825174205	Tlr2
3hr	CpG	TNF	0.0591621577163767	0.00865479076756006	Tlr4
