TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.10.1060.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1720.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.40.190	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.246.60	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.150	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.12160	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1370.100	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.1180	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.70.2470	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.230.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.620.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.418.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
4.10.51.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.40.210	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.11860	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.90.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.10.25.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.290.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.228.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
4.10.95.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1250.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.50.30.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1360.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.10.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.2130	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.1370	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1380.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.1040.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.3370.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.366.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.530.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.1900	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.455.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.40.330	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.980.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1110.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.1140.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
4.10.760.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.170.11.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.2170	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1450.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.120.470	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.20.20.105	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.9.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1370.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.170.150.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.300.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.280.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.10.230	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.200	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.820	-	1.00000000001617	1.617159986295e-11	17	0	0	755	8819
2.40.70.10	-	1.00000000001617	1.617159986295e-11	17	0	0	755	8819
3.60.15.10	-	1.00000000001617	1.617159986295e-11	17	0	0	755	8819
3.90.1170.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.150.680	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.1280.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.640.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.170.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.5.90	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.379.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.630.60	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.150.510	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.60.40.200	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.110.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.70.50.40	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.274.100	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.60.40.4060	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.420.80	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.1260.60	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.300.130	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.45.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.1170.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.580.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.1230.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.150.240	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.4080.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.1380	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.90.1460.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.1480	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.390.30	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.20.20.330	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.120.980	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.1370.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.70.50.30	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.20.80.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1490.140	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.40.50.150	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.1300.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.43.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.90.850.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.90.1420.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.170.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.230.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.10.290.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.1520.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.390.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.790	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1390.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.20.20.60	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.120.770	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.91.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.30.29.180	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.120.140	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.10260	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.10.20.360	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.246.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.70.890	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.200.60	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.850	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.10.140	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.90.570.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.246.90	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.1290.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.1440.180	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.1670.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1390.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1380.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.70.60	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.120.830	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1490.40	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.20.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.60.120.330	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.320.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.70.660	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.90.1600.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.10420	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.30.110.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.132.30	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.246.160	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.10.430	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.287.1070	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.1280.30	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.20.120.310	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.40.270.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.300.20	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.81.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.10.740	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.470.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.1360.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
1.10.3260.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.70.600	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.40.50.11610	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
2.30.18.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.30.499.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
3.20.19.10	-	1.00000000001678	1.67816580944058e-11	3	0	0	755	8819
4.10.270.10	-	1.00000000001704	1.70385236269895e-11	16	0	0	755	8819
1.10.490.10	-	1.00000000001841	1.84122772996468e-11	13	0	0	755	8819
3.10.20.30	-	1.00000000001841	1.84122772996468e-11	13	0	0	755	8819
3.30.70.1230	-	1.00000000001921	1.92133260365008e-11	21	0	0	755	8819
3.30.230.10	-	1.00000000001921	1.92133260365008e-11	21	0	0	755	8819
1.10.10.1210	-	1.00000000001951	1.95141685958283e-11	32	0	0	755	8819
3.10.120.10	-	1.00000000002204	2.20400531922413e-11	15	0	0	755	8819
2.30.30.30	-	1.00000000002204	2.20400531922413e-11	15	0	0	755	8819
1.10.10.1200	-	1.00000000002402	2.40198593497355e-11	31	0	0	755	8819
2.30.30.360	-	1.00000000002578	2.57766134161191e-11	20	0	0	755	8819
1.20.1730.10	-	1.00000000002686	2.68568934046871e-11	14	0	0	755	8819
1.10.560.10	-	1.00000000002686	2.68568934046871e-11	14	0	0	755	8819
1.10.540.10	-	1.00000000002686	2.68568934046871e-11	14	0	0	755	8819
3.30.260.10	-	1.00000000002776	2.77588958950867e-11	12	0	0	755	8819
2.80.10.70	-	1.00000000002776	2.77588958950867e-11	12	0	0	755	8819
1.10.220.10	-	1.00000000002776	2.77588958950867e-11	12	0	0	755	8819
1.20.1080.10	-	1.00000000002776	2.77588958950867e-11	12	0	0	755	8819
2.10.50.30	-	1.00000000003235	3.2351043647964e-11	135	0	0	755	8819
1.50.10.10	-	1.00000000003367	3.3667649532891e-11	18	0	0	755	8819
3.10.130.10	-	1.00000000003733	3.73327504780627e-11	25	0	0	755	8819
1.10.630.10	-	1.00000000003804	3.80409784151965e-11	100	0	0	755	8819
2.70.170.10	-	1.00000000004075	4.07493127063276e-11	42	0	0	755	8819
1.25.40.90	-	1.00000000004218	4.21771577726324e-11	28	0	0	755	8819
4.10.900.10	-	1.00000000004259	4.2586817269165e-11	30	0	0	755	8819
