TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.10.10.2430	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1320.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.270	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.660	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.150	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1100.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.1170.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.200	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.1220	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1200.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.120.390	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1900.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.572.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.3330.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.1760	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.300.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.2380.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.120.680	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1440.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.20.60	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.49.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.440	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.150.190	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.20.25.660	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.2700	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.2170	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.5.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.1040	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.40.50.360	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.150.410	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.170.260.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.56.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.920.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.29.160	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.3500.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1470.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.12100	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.60.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.225.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.970.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.120.430	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1360.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.246.140	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.860.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.1950	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.8.140	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.940.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.287.380	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.680.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1370.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.160.680	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.2740	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1620.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.5.270	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.620.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.10.160.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.1280	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.450.320	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.40.30.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.2150	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.10730	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.430.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.250.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.460	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.357.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1030.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.81.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.1250.90	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1740.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.370.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.40.380	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.30.770	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.479.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.11060	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1500.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.20.550	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.418.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.1170.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1650.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.550	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.140.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.2050	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.55.10.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.940	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.670	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.670.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.520.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.40.50.740	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1490.80	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.29.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.2180.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.30.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.1280.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.110.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.150.250	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.3290.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.390.80	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.8.1120	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.50.20.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.3000	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.40.50.550	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1800.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.30.390	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.70.70.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.30.210	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.230.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.1250.80	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.280.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.110.110	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.31.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.20.25.630	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.8.100	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.170.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.10240	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1220.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1340.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.720	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.1470	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.11990	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.80	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.1600	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.130.10.110	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.1280.190	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.40.120	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.20.28.70	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.720.90	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1780.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.5.600	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.1860.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.390.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.100.10.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.340	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.120.420	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.20.28.120	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1320.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.40.780	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.490	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.70.98.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.200.160	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.30.30.790	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.420.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.1050.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.120.1040	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.250	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.670	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1140.32	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.700.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.58.880	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.680	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1330.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
4.10.40.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.970.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.3270.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.120.10.100	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.160.380	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.630.150	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.20.5.210	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.980	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.1030.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.20.28.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.20.20.20	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.460.80	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.12710	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.1130	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1610.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1360.140	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.50.10300	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1010.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.90.45.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1410.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.418.60	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.150.210	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.650	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.1360.230	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.450.580	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.30.160	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.70.2410	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.60.120.1030	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.30.200.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
2.40.30.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.287.440	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.3450.30	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1240.40	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.25.40.510	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.246.190	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1090.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.129.110	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.10.1590	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
1.10.1080.10	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.40.1000.50	-	1.00000000000423	4.2261333321747e-12	1	0	0	755	8819
3.10.20.230	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
2.60.40.2030	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
3.30.428.10	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
3.90.260.10	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
2.60.40.2240	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
3.10.50.10	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
3.30.70.141	-	1.0000000000053	5.29641178462295e-12	9	0	0	755	8819
1.10.1380.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
1.10.287.370	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
1.10.287.810	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
1.20.190.20	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
1.10.720.40	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.559.40	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
2.60.490.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.810.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
4.10.1040.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.70.850	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.559.70	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.60.110.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
1.10.1040.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
2.60.40.2440	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.90.520.10	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.40.180	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.1140.40	-	1.00000000000613	6.12691500335822e-12	7	0	0	755	8819
3.30.310.10	-	1.00000000000947	9.47324941780167e-12	10	0	0	755	8819
3.90.810.10	-	1.00000000000947	9.47324941780167e-12	10	0	0	755	8819
3.40.50.880	-	1.00000000000947	9.47324941780167e-12	10	0	0	755	8819
1.20.1530.20	-	1.00000000000947	9.47324941780167e-12	10	0	0	755	8819
1.20.1260.10	-	1.00000000000947	9.47324941780167e-12	10	0	0	755	8819
3.40.50.200	-	1.00000000001192	1.19164000803249e-11	11	0	0	755	8819
1.20.90.10	-	1.00000000001192	1.19164000803249e-11	11	0	0	755	8819
3.30.1370.50	-	1.00000000001192	1.19164000803249e-11	11	0	0	755	8819
3.30.1490.20	-	1.00000000001438	1.4378376428331e-11	22	0	0	755	8819
3.40.50.10190	-	1.00000000001438	1.4378376428331e-11	22	0	0	755	8819
3.40.525.10	-	1.00000000001438	1.4378376428331e-11	22	0	0	755	8819
1.10.10.500	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.132.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.20.70	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1460.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
4.10.1120.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1020.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.150.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.1480	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.700.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.20.25.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.1630.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.950.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.170.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.60.130.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.180.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.520	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1300.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.33.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1180.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1440.130	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1580.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.610	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.630.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.420.60	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.199.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.1700	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.70.380	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.1030.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.10.110.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.400	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.70.120	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.40.540	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.20.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.50.80.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1050.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.70.210.12	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.20.190.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.240.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1490.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.128.180	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.10.660.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.720.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.70.3250	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
4.10.770.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.440.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1300.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.40.500	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.2160	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.20.60.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.41	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1690.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1230.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.10050	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.287.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.3970.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.1150	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.15.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.260.70	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.50.40.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.268.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.1180.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.780.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.442.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.120.1920	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.58.190	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.140.80	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.150.780	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.960.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.10.20.710	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.2320.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.22.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.670	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.260.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1160.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.30.50	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.30.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.429.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.540	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.472.100	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.490	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.25.40.210	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.150.40	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.1250.60	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.449.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.200.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.40.50.770	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.10.20.70	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.2020.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.180	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.11850	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.1470	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.390.60	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.357.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.40.1450	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.30.1020	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1360.210	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.11840	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.170.120.12	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.150.670	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.250	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.10.310.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1740.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.1550.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.60.300.12	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.168.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.15.30	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.50.10540	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.1620.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.10.1410	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.170.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.40.1380.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.30.2350.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
3.90.470.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.20.120.1960	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
2.30.42.20	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
1.10.3630.10	-	1.00000000001464	1.46399194850266e-11	2	0	0	755	8819
